1026,6126034.5251,2264358.8393,0.0,EASEMENT B
999,6126042.1647,2264335.0353,0.0,EASEMENT BC
1000,6126080.61268655,2264228.55147822,0.0,EASEMENT
1001,6126126.61055348,2264125.10464063,0.0,EASEMENT EC
1002,6126053.6479,2264040.1852,0.0,EASEMENT
1003,6125714.1138,2264260.0755,0.0,EASEMENT
1004,6125729.727,2264291.3886,0.0,EASEMENT
1005,6125658.1258,2264327.0703,0.0,EASEMENT
1006,6125646.9989,2264304.6462,0.0,EASEMENT
1007,6125359.3475,2264381.5655,0.0,EASEMENT
1008,6125181.8121,2264486.1225,0.0,EASEMENT
1009,6124706.2283,2264684.7592,0.0,EASEMENT
1010,6124332.2767,2264826.3726,0.0,EASEMENT
1011,6124127.612,2264866.1739,0.0,EASEMENT
1012,6124293.8699,2264931.548,0.0,EASEMENT
1013,6124675.066,2265149.2825,0.0,EASEMENT
1014,6125196.6094,2265277.8301,0.0,EASEMENT
1015,6125387.29864733,2265197.9965938,0.0,EASEMENT
1016,6125619.31614189,2265100.86148351,0.0,EASEMENT
1017,6125913.77706113,2264964.91033073,0.0,EASEMENT
1018,6126095.7507,2264880.894,0.0,EASEMENT
1019,6126280.349,2264657.1976,0.0,EASEMENT
1020,6126326.5206,2264416.5764,0.0,EASEMENT
1021,6126278.2179,2264039.3531,0.0,EASEMENT
1022,6126283.71756699,2263999.52890723,0.0,EASEMENT BC
1023,6126186.74414717,2264173.09129504,0.0,EASEMENT
1024,6126113.5766,2264357.9541,0.0,EASEMENT EC
1025,6126105.937,2264381.758,0.0,EASEMENT CLS
